:START_ID,:END_ID,relation,:TYPE
10055,20003,å±¬æ\,å±¬æ\
10055,20012,å±¬æ\,å±¬æ\
10055,20004,å±¬æ\,å±¬æ\
10056,20001,å±¬æ\,å±¬æ\
10056,20006,å±¬æ\,å±¬æ\
10056,20010,å±¬æ\,å±¬æ\
10057,20001,å±¬æ\,å±¬æ\
10057,20006,å±¬æ\,å±¬æ\
10057,20024,å±¬æ\,å±¬æ\
10058,20001,å±¬æ\,å±¬æ\
10059,20001,å±¬æ\,å±¬æ\
10059,20012,å±¬æ\,å±¬æ\
10059,20004,å±¬æ\,å±¬æ\
10060,20001,å±¬æ\,å±¬æ\
10060,20016,å±¬æ\,å±¬æ\
10060,20011,å±¬æ\,å±¬æ\
10061,20001,å±¬æ\,å±¬æ\
10061,20008,å±¬æ\,å±¬æ\
10062,20001,å±¬æ\,å±¬æ\
10063,20002,å±¬æ\,å±¬æ\
10063,20003,å±¬æ\,å±¬æ\
10063,20008,å±¬æ\,å±¬æ\
10063,20011,å±¬æ\,å±¬æ\
10064,20013,å±¬æ\,å±¬æ\
10064,20010,å±¬æ\,å±¬æ\
10064,20011,å±¬æ\,å±¬æ\
10065,20001,å±¬æ\,å±¬æ\
10065,20006,å±¬æ\,å±¬æ\
10066,20001,å±¬æ\,å±¬æ\
10066,20012,å±¬æ\,å±¬æ\
10066,20004,å±¬æ\,å±¬æ\
10067,20001,å±¬æ\,å±¬æ\
10067,20012,å±¬æ\,å±¬æ\
10067,20004,å±¬æ\,å±¬æ\
10068,20002,å±¬æ\,å±¬æ\
10068,20010,å±¬æ\,å±¬æ\
10068,20011,å±¬æ\,å±¬æ\
10069,20001,å±¬æ\,å±¬æ\
10070,20001,å±¬æ\,å±¬æ\
10070,20006,å±¬æ\,å±¬æ\
10070,20024,å±¬æ\,å±¬æ\
10070,20009,å±¬æ\,å±¬æ\
10071,20001,å±¬æ\,å±¬æ\
10071,20016,å±¬æ\,å±¬æ\
10071,20013,å±¬æ\,å±¬æ\
10072,20001,å±¬æ\,å±¬æ\
10072,20006,å±¬æ\,å±¬æ\
10073,20001,å±¬æ\,å±¬æ\
10073,20016,å±¬æ\,å±¬æ\
10073,20006,å±¬æ\,å±¬æ\
10074,20001,å±¬æ\,å±¬æ\
10074,20016,å±¬æ\,å±¬æ\
10074,20006,å±¬æ\,å±¬æ\
10075,20001,å±¬æ\,å±¬æ\
10075,20004,å±¬æ\,å±¬æ\
10076,20001,å±¬æ\,å±¬æ\
10076,20009,å±¬æ\,å±¬æ\
10076,20010,å±¬æ\,å±¬æ\
10076,20011,å±¬æ\,å±¬æ\
10077,20001,å±¬æ\,å±¬æ\
10077,20012,å±¬æ\,å±¬æ\
10077,20004,å±¬æ\,å±¬æ\
10077,20005,å±¬æ\,å±¬æ\
10078,20001,å±¬æ\,å±¬æ\
10078,20006,å±¬æ\,å±¬æ\
10078,20009,å±¬æ\,å±¬æ\
10079,20016,å±¬æ\,å±¬æ\
10079,20010,å±¬æ\,å±¬æ\
10079,20025,å±¬æ\,å±¬æ\
10079,20017,å±¬æ\,å±¬æ\
10080,20001,å±¬æ\,å±¬æ\
10080,20016,å±¬æ\,å±¬æ\
10081,20001,å±¬æ\,å±¬æ\
10081,20006,å±¬æ\,å±¬æ\
10082,20001,å±¬æ\,å±¬æ\
10082,20006,å±¬æ\,å±¬æ\
10083,20001,å±¬æ\,å±¬æ\
10084,20013,å±¬æ\,å±¬æ\
10084,20010,å±¬æ\,å±¬æ\
10084,20011,å±¬æ\,å±¬æ\
10085,20001,å±¬æ\,å±¬æ\
10085,20006,å±¬æ\,å±¬æ\
10085,20013,å±¬æ\,å±¬æ\
10086,20001,å±¬æ\,å±¬æ\
10086,20006,å±¬æ\,å±¬æ\
10086,20024,å±¬æ\,å±¬æ\
10087,20003,å±¬æ\,å±¬æ\
10087,20013,å±¬æ\,å±¬æ\
10087,20012,å±¬æ\,å±¬æ\
10087,20004,å±¬æ\,å±¬æ\
10088,20006,å±¬æ\,å±¬æ\
10088,20010,å±¬æ\,å±¬æ\
10088,20025,å±¬æ\,å±¬æ\
10088,20017,å±¬æ\,å±¬æ\
10089,20001,å±¬æ\,å±¬æ\
10089,20012,å±¬æ\,å±¬æ\
10089,20005,å±¬æ\,å±¬æ\
10090,20013,å±¬æ\,å±¬æ\
10090,20010,å±¬æ\,å±¬æ\
10090,20011,å±¬æ\,å±¬æ\
10091,20001,å±¬æ\,å±¬æ\
10092,20001,å±¬æ\,å±¬æ\
10092,20005,å±¬æ\,å±¬æ\
10093,20001,å±¬æ\,å±¬æ\
10093,20006,å±¬æ\,å±¬æ\
10094,20001,å±¬æ\,å±¬æ\
10094,20016,å±¬æ\,å±¬æ\
10095,20001,å±¬æ\,å±¬æ\
10095,20016,å±¬æ\,å±¬æ\
10095,20006,å±¬æ\,å±¬æ\
0,20001,å±¬æ\,å±¬æ\
0,20012,å±¬æ\,å±¬æ\
0,20010,å±¬æ\,å±¬æ\
0,20011,å±¬æ\,å±¬æ\
10097,20001,å±¬æ\,å±¬æ\
10098,20001,å±¬æ\,å±¬æ\
10098,20012,å±¬æ\,å±¬æ\
10098,20004,å±¬æ\,å±¬æ\
10098,20005,å±¬æ\,å±¬æ\
10099,20001,å±¬æ\,å±¬æ\
10099,20016,å±¬æ\,å±¬æ\
10099,20009,å±¬æ\,å±¬æ\
10100,20016,å±¬æ\,å±¬æ\
10100,20013,å±¬æ\,å±¬æ\
10100,20011,å±¬æ\,å±¬æ\
10101,20013,å±¬æ\,å±¬æ\
10101,20010,å±¬æ\,å±¬æ\
10101,20011,å±¬æ\,å±¬æ\
10102,20001,å±¬æ\,å±¬æ\
10102,20006,å±¬æ\,å±¬æ\
10102,20013,å±¬æ\,å±¬æ\
10102,20010,å±¬æ\,å±¬æ\
10103,20016,å±¬æ\,å±¬æ\
10103,20006,å±¬æ\,å±¬æ\
10103,20017,å±¬æ\,å±¬æ\
10104,20001,å±¬æ\,å±¬æ\
10104,20002,å±¬æ\,å±¬æ\
10104,20003,å±¬æ\,å±¬æ\
10104,20004,å±¬æ\,å±¬æ\
10104,20005,å±¬æ\,å±¬æ\
10105,20016,å±¬æ\,å±¬æ\
10105,20002,å±¬æ\,å±¬æ\
10105,20003,å±¬æ\,å±¬æ\
10105,20013,å±¬æ\,å±¬æ\
10105,20011,å±¬æ\,å±¬æ\
10106,20016,å±¬æ\,å±¬æ\
10106,20013,å±¬æ\,å±¬æ\
10106,20021,å±¬æ\,å±¬æ\
10106,20010,å±¬æ\,å±¬æ\
10106,20011,å±¬æ\,å±¬æ\
10107,20001,å±¬æ\,å±¬æ\
10107,20009,å±¬æ\,å±¬æ\
10108,20012,å±¬æ\,å±¬æ\
10108,20004,å±¬æ\,å±¬æ\
10108,20026,å±¬æ\,å±¬æ\
10109,20001,å±¬æ\,å±¬æ\
10109,20002,å±¬æ\,å±¬æ\
10109,20011,å±¬æ\,å±¬æ\
10110,20002,å±¬æ\,å±¬æ\
10110,20012,å±¬æ\,å±¬æ\
10110,20004,å±¬æ\,å±¬æ\
10111,20001,å±¬æ\,å±¬æ\
10111,20016,å±¬æ\,å±¬æ\
10111,20006,å±¬æ\,å±¬æ\
10112,20001,å±¬æ\,å±¬æ\
10113,20016,å±¬æ\,å±¬æ\
10113,20013,å±¬æ\,å±¬æ\
10113,20011,å±¬æ\,å±¬æ\
10114,20001,å±¬æ\,å±¬æ\
10114,20016,å±¬æ\,å±¬æ\
10114,20006,å±¬æ\,å±¬æ\
10114,20024,å±¬æ\,å±¬æ\
10114,20009,å±¬æ\,å±¬æ\
10115,20001,å±¬æ\,å±¬æ\
10115,20002,å±¬æ\,å±¬æ\
10115,20005,å±¬æ\,å±¬æ\
10116,20001,å±¬æ\,å±¬æ\
10116,20013,å±¬æ\,å±¬æ\
10116,20008,å±¬æ\,å±¬æ\
10117,20001,å±¬æ\,å±¬æ\
10117,20002,å±¬æ\,å±¬æ\
10117,20006,å±¬æ\,å±¬æ\
10117,20025,å±¬æ\,å±¬æ\
10117,20017,å±¬æ\,å±¬æ\
10118,20001,å±¬æ\,å±¬æ\
10118,20006,å±¬æ\,å±¬æ\
10119,20001,å±¬æ\,å±¬æ\
10119,20004,å±¬æ\,å±¬æ\
10120,20001,å±¬æ\,å±¬æ\
10120,20012,å±¬æ\,å±¬æ\
10120,20004,å±¬æ\,å±¬æ\
10120,20005,å±¬æ\,å±¬æ\
10121,20001,å±¬æ\,å±¬æ\
10121,20014,å±¬æ\,å±¬æ\
10121,20007,å±¬æ\,å±¬æ\
10121,20008,å±¬æ\,å±¬æ\
10122,20001,å±¬æ\,å±¬æ\
10122,20006,å±¬æ\,å±¬æ\
10123,20001,å±¬æ\,å±¬æ\
10123,20012,å±¬æ\,å±¬æ\
10123,20005,å±¬æ\,å±¬æ\
10124,20016,å±¬æ\,å±¬æ\
10124,20006,å±¬æ\,å±¬æ\
10124,20010,å±¬æ\,å±¬æ\
10125,20001,å±¬æ\,å±¬æ\
10125,20016,å±¬æ\,å±¬æ\
10125,20005,å±¬æ\,å±¬æ\
10126,20001,å±¬æ\,å±¬æ\
10126,20016,å±¬æ\,å±¬æ\
10126,20002,å±¬æ\,å±¬æ\
10126,20005,å±¬æ\,å±¬æ\
10127,20001,å±¬æ\,å±¬æ\
10128,20001,å±¬æ\,å±¬æ\
10128,20005,å±¬æ\,å±¬æ\
10129,20001,å±¬æ\,å±¬æ\
10129,20024,å±¬æ\,å±¬æ\
10129,20014,å±¬æ\,å±¬æ\
10130,20016,å±¬æ\,å±¬æ\
10130,20013,å±¬æ\,å±¬æ\
10130,20010,å±¬æ\,å±¬æ\
10130,20011,å±¬æ\,å±¬æ\
10131,20001,å±¬æ\,å±¬æ\
10131,20005,å±¬æ\,å±¬æ\
10132,20001,å±¬æ\,å±¬æ\
10132,20007,å±¬æ\,å±¬æ\
10132,20008,å±¬æ\,å±¬æ\
10133,20001,å±¬æ\,å±¬æ\
10133,20006,å±¬æ\,å±¬æ\
10134,20001,å±¬æ\,å±¬æ\
10134,20009,å±¬æ\,å±¬æ\
10135,20019,å±¬æ\,å±¬æ\
10136,20001,å±¬æ\,å±¬æ\
10136,20006,å±¬æ\,å±¬æ\
10137,20016,å±¬æ\,å±¬æ\
10137,20008,å±¬æ\,å±¬æ\
10138,20001,å±¬æ\,å±¬æ\
10138,20013,å±¬æ\,å±¬æ\
10138,20021,å±¬æ\,å±¬æ\
10139,20001,å±¬æ\,å±¬æ\
10139,20002,å±¬æ\,å±¬æ\
10139,20023,å±¬æ\,å±¬æ\
10139,20011,å±¬æ\,å±¬æ\
10140,20019,å±¬æ\,å±¬æ\
10141,20016,å±¬æ\,å±¬æ\
10141,20013,å±¬æ\,å±¬æ\
10141,20011,å±¬æ\,å±¬æ\
10142,20001,å±¬æ\,å±¬æ\
10142,20005,å±¬æ\,å±¬æ\
10143,20016,å±¬æ\,å±¬æ\
10143,20013,å±¬æ\,å±¬æ\
10143,20010,å±¬æ\,å±¬æ\
10143,20011,å±¬æ\,å±¬æ\
10144,20016,å±¬æ\,å±¬æ\
10144,20006,å±¬æ\,å±¬æ\
10144,20020,å±¬æ\,å±¬æ\
10145,20016,å±¬æ\,å±¬æ\
10145,20013,å±¬æ\,å±¬æ\
10145,20011,å±¬æ\,å±¬æ\
10146,20001,å±¬æ\,å±¬æ\
10146,20006,å±¬æ\,å±¬æ\
10146,20013,å±¬æ\,å±¬æ\
10147,20001,å±¬æ\,å±¬æ\
10147,20006,å±¬æ\,å±¬æ\
10147,20008,å±¬æ\,å±¬æ\
10147,20023,å±¬æ\,å±¬æ\
10148,20001,å±¬æ\,å±¬æ\
10148,20009,å±¬æ\,å±¬æ\
10149,20001,å±¬æ\,å±¬æ\
10149,20018,å±¬æ\,å±¬æ\
10150,20001,å±¬æ\,å±¬æ\
10150,20003,å±¬æ\,å±¬æ\
10150,20011,å±¬æ\,å±¬æ\
10151,20013,å±¬æ\,å±¬æ\
10151,20004,å±¬æ\,å±¬æ\
10151,20010,å±¬æ\,å±¬æ\
10152,20001,å±¬æ\,å±¬æ\
10152,20006,å±¬æ\,å±¬æ\
10152,20003,å±¬æ\,å±¬æ\
10152,20013,å±¬æ\,å±¬æ\
10153,20001,å±¬æ\,å±¬æ\
10153,20006,å±¬æ\,å±¬æ\
10153,20008,å±¬æ\,å±¬æ\
10154,20001,å±¬æ\,å±¬æ\
10155,20001,å±¬æ\,å±¬æ\
10155,20024,å±¬æ\,å±¬æ\
10155,20014,å±¬æ\,å±¬æ\
10155,20008,å±¬æ\,å±¬æ\
10156,20001,å±¬æ\,å±¬æ\
10156,20005,å±¬æ\,å±¬æ\
10157,20001,å±¬æ\,å±¬æ\
10157,20009,å±¬æ\,å±¬æ\
10158,20001,å±¬æ\,å±¬æ\
10159,20001,å±¬æ\,å±¬æ\
10159,20012,å±¬æ\,å±¬æ\
10159,20004,å±¬æ\,å±¬æ\
10160,20001,å±¬æ\,å±¬æ\
10160,20012,å±¬æ\,å±¬æ\
10160,20005,å±¬æ\,å±¬æ\
10161,20001,å±¬æ\,å±¬æ\
10161,20016,å±¬æ\,å±¬æ\
10162,20013,å±¬æ\,å±¬æ\
10162,20010,å±¬æ\,å±¬æ\
10162,20011,å±¬æ\,å±¬æ\
10163,20001,å±¬æ\,å±¬æ\
10163,20006,å±¬æ\,å±¬æ\
10163,20005,å±¬æ\,å±¬æ\
10164,20001,å±¬æ\,å±¬æ\
10164,20005,å±¬æ\,å±¬æ\
10164,20010,å±¬æ\,å±¬æ\
10165,20013,å±¬æ\,å±¬æ\
10165,20010,å±¬æ\,å±¬æ\
10165,20011,å±¬æ\,å±¬æ\
10166,20001,å±¬æ\,å±¬æ\
10166,20004,å±¬æ\,å±¬æ\
10167,20002,å±¬æ\,å±¬æ\
10167,20003,å±¬æ\,å±¬æ\
10168,20001,å±¬æ\,å±¬æ\
10168,20009,å±¬æ\,å±¬æ\
10169,20001,å±¬æ\,å±¬æ\
10169,20006,å±¬æ\,å±¬æ\
10170,20001,å±¬æ\,å±¬æ\
10170,20005,å±¬æ\,å±¬æ\
10171,20002,å±¬æ\,å±¬æ\
10171,20012,å±¬æ\,å±¬æ\
10171,20004,å±¬æ\,å±¬æ\
10172,20002,å±¬æ\,å±¬æ\
10172,20012,å±¬æ\,å±¬æ\
10172,20004,å±¬æ\,å±¬æ\
10173,20001,å±¬æ\,å±¬æ\
10173,20005,å±¬æ\,å±¬æ\
10174,20001,å±¬æ\,å±¬æ\
10174,20005,å±¬æ\,å±¬æ\
10175,20001,å±¬æ\,å±¬æ\
10175,20009,å±¬æ\,å±¬æ\
10175,20021,å±¬æ\,å±¬æ\
10176,20012,å±¬æ\,å±¬æ\
10176,20004,å±¬æ\,å±¬æ\
10176,20026,å±¬æ\,å±¬æ\
10177,20001,å±¬æ\,å±¬æ\
10177,20006,å±¬æ\,å±¬æ\
10177,20010,å±¬æ\,å±¬æ\
10177,20017,å±¬æ\,å±¬æ\
10178,20016,å±¬æ\,å±¬æ\
10178,20005,å±¬æ\,å±¬æ\
10179,20001,å±¬æ\,å±¬æ\
10179,20009,å±¬æ\,å±¬æ\
10180,20012,å±¬æ\,å±¬æ\
10180,20004,å±¬æ\,å±¬æ\
10180,20005,å±¬æ\,å±¬æ\
10181,20013,å±¬æ\,å±¬æ\
10181,20010,å±¬æ\,å±¬æ\
10182,20002,å±¬æ\,å±¬æ\
10182,20003,å±¬æ\,å±¬æ\
10183,20003,å±¬æ\,å±¬æ\
10183,20012,å±¬æ\,å±¬æ\
10183,20004,å±¬æ\,å±¬æ\
10184,20001,å±¬æ\,å±¬æ\
10184,20016,å±¬æ\,å±¬æ\
10184,20006,å±¬æ\,å±¬æ\
10185,20001,å±¬æ\,å±¬æ\
10185,20009,å±¬æ\,å±¬æ\
10186,20001,å±¬æ\,å±¬æ\
10186,20016,å±¬æ\,å±¬æ\
10186,20002,å±¬æ\,å±¬æ\
10187,20002,å±¬æ\,å±¬æ\
10187,20006,å±¬æ\,å±¬æ\
10187,20025,å±¬æ\,å±¬æ\
10187,20017,å±¬æ\,å±¬æ\
10188,20016,å±¬æ\,å±¬æ\
10188,20006,å±¬æ\,å±¬æ\
10188,20018,å±¬æ\,å±¬æ\
10189,20001,å±¬æ\,å±¬æ\
10189,20005,å±¬æ\,å±¬æ\
10190,20001,å±¬æ\,å±¬æ\
10190,20006,å±¬æ\,å±¬æ\
10191,20001,å±¬æ\,å±¬æ\
10192,20001,å±¬æ\,å±¬æ\
10192,20009,å±¬æ\,å±¬æ\
10192,20011,å±¬æ\,å±¬æ\
10193,20001,å±¬æ\,å±¬æ\
10193,20005,å±¬æ\,å±¬æ\
10194,20001,å±¬æ\,å±¬æ\
10194,20009,å±¬æ\,å±¬æ\
10195,20001,å±¬æ\,å±¬æ\
10195,20016,å±¬æ\,å±¬æ\
10195,20006,å±¬æ\,å±¬æ\
10196,20001,å±¬æ\,å±¬æ\
10196,20012,å±¬æ\,å±¬æ\
10196,20005,å±¬æ\,å±¬æ\
10196,20010,å±¬æ\,å±¬æ\
10197,20003,å±¬æ\,å±¬æ\
10197,20012,å±¬æ\,å±¬æ\
10197,20004,å±¬æ\,å±¬æ\
10198,20001,å±¬æ\,å±¬æ\
10198,20004,å±¬æ\,å±¬æ\
10198,20011,å±¬æ\,å±¬æ\
10199,20003,å±¬æ\,å±¬æ\
10199,20004,å±¬æ\,å±¬æ\
10199,20011,å±¬æ\,å±¬æ\
10200,20001,å±¬æ\,å±¬æ\
10200,20003,å±¬æ\,å±¬æ\
10201,20001,å±¬æ\,å±¬æ\
10201,20003,å±¬æ\,å±¬æ\
10202,20001,å±¬æ\,å±¬æ\
10202,20004,å±¬æ\,å±¬æ\
10202,20005,å±¬æ\,å±¬æ\
10203,20001,å±¬æ\,å±¬æ\
10203,20014,å±¬æ\,å±¬æ\
10204,20016,å±¬æ\,å±¬æ\
10204,20002,å±¬æ\,å±¬æ\
10204,20005,å±¬æ\,å±¬æ\
10204,20010,å±¬æ\,å±¬æ\
10205,20002,å±¬æ\,å±¬æ\
10205,20011,å±¬æ\,å±¬æ\
10206,20002,å±¬æ\,å±¬æ\
10206,20003,å±¬æ\,å±¬æ\
10206,20004,å±¬æ\,å±¬æ\
10206,20005,å±¬æ\,å±¬æ\
10207,20001,å±¬æ\,å±¬æ\
10207,20003,å±¬æ\,å±¬æ\
10207,20005,å±¬æ\,å±¬æ\
10208,20023,å±¬æ\,å±¬æ\
10208,20011,å±¬æ\,å±¬æ\
10209,20002,å±¬æ\,å±¬æ\
10209,20007,å±¬æ\,å±¬æ\
10209,20008,å±¬æ\,å±¬æ\
10210,20001,å±¬æ\,å±¬æ\
10210,20006,å±¬æ\,å±¬æ\
10210,20013,å±¬æ\,å±¬æ\
10211,20001,å±¬æ\,å±¬æ\
10211,20012,å±¬æ\,å±¬æ\
10211,20004,å±¬æ\,å±¬æ\
10211,20005,å±¬æ\,å±¬æ\
10212,20001,å±¬æ\,å±¬æ\
10212,20006,å±¬æ\,å±¬æ\
10213,20001,å±¬æ\,å±¬æ\
10213,20006,å±¬æ\,å±¬æ\
10213,20008,å±¬æ\,å±¬æ\
10214,20001,å±¬æ\,å±¬æ\
10214,20014,å±¬æ\,å±¬æ\
10214,20007,å±¬æ\,å±¬æ\
10215,20001,å±¬æ\,å±¬æ\
10215,20003,å±¬æ\,å±¬æ\
10215,20004,å±¬æ\,å±¬æ\
10216,20001,å±¬æ\,å±¬æ\
10216,20009,å±¬æ\,å±¬æ\
10216,20021,å±¬æ\,å±¬æ\
10217,20002,å±¬æ\,å±¬æ\
10217,20003,å±¬æ\,å±¬æ\
10217,20011,å±¬æ\,å±¬æ\
10218,20001,å±¬æ\,å±¬æ\
10218,20016,å±¬æ\,å±¬æ\
10218,20011,å±¬æ\,å±¬æ\
10219,20001,å±¬æ\,å±¬æ\
10219,20006,å±¬æ\,å±¬æ\
10219,20009,å±¬æ\,å±¬æ\
10220,20001,å±¬æ\,å±¬æ\
10220,20016,å±¬æ\,å±¬æ\
10221,20001,å±¬æ\,å±¬æ\
10221,20011,å±¬æ\,å±¬æ\
10222,20001,å±¬æ\,å±¬æ\
10222,20006,å±¬æ\,å±¬æ\
10223,20001,å±¬æ\,å±¬æ\
10223,20002,å±¬æ\,å±¬æ\
10223,20005,å±¬æ\,å±¬æ\
10224,20019,å±¬æ\,å±¬æ\
10224,20009,å±¬æ\,å±¬æ\
10225,20001,å±¬æ\,å±¬æ\
10225,20005,å±¬æ\,å±¬æ\
10226,20001,å±¬æ\,å±¬æ\
10226,20016,å±¬æ\,å±¬æ\
10227,20001,å±¬æ\,å±¬æ\
10227,20005,å±¬æ\,å±¬æ\
10228,20001,å±¬æ\,å±¬æ\
10228,20006,å±¬æ\,å±¬æ\
