:START_ID,:END_ID,relation,:TYPE
40104,10137,å°æ¼,å°æ¼
40105,10138,å°æ¼,å°æ¼
40041,10139,å°æ¼,å°æ¼
40106,10140,å°æ¼,å°æ¼
40012,10141,å°æ¼,å°æ¼
40107,10142,å°æ¼,å°æ¼
40108,10143,å°æ¼,å°æ¼
40109,10144,å°æ¼,å°æ¼
40110,10145,å°æ¼,å°æ¼
40111,10146,å°æ¼,å°æ¼
40112,10147,å°æ¼,å°æ¼
40113,10148,å°æ¼,å°æ¼
40114,10149,å°æ¼,å°æ¼
40038,10150,å°æ¼,å°æ¼
40069,10151,å°æ¼,å°æ¼
40115,10152,å°æ¼,å°æ¼
40116,10153,å°æ¼,å°æ¼
40117,10154,å°æ¼,å°æ¼
40118,10155,å°æ¼,å°æ¼
40092,10156,å°æ¼,å°æ¼
40119,10157,å°æ¼,å°æ¼
40120,10158,å°æ¼,å°æ¼
40121,10159,å°æ¼,å°æ¼
40085,10160,å°æ¼,å°æ¼
40122,10161,å°æ¼,å°æ¼
40010,10162,å°æ¼,å°æ¼
40047,10163,å°æ¼,å°æ¼
40123,10164,å°æ¼,å°æ¼
40124,10165,å°æ¼,å°æ¼
40125,10166,å°æ¼,å°æ¼
40034,10167,å°æ¼,å°æ¼
40088,10168,å°æ¼,å°æ¼
40126,10169,å°æ¼,å°æ¼
40127,10170,å°æ¼,å°æ¼
40086,10171,å°æ¼,å°æ¼
40128,10172,å°æ¼,å°æ¼
40129,10173,å°æ¼,å°æ¼
40061,10174,å°æ¼,å°æ¼
40130,10175,å°æ¼,å°æ¼
40131,10176,å°æ¼,å°æ¼
40132,10177,å°æ¼,å°æ¼
40133,10178,å°æ¼,å°æ¼
40134,10179,å°æ¼,å°æ¼
40001,10180,å°æ¼,å°æ¼
40135,10181,å°æ¼,å°æ¼
40053,10182,å°æ¼,å°æ¼
40136,10183,å°æ¼,å°æ¼
40137,10184,å°æ¼,å°æ¼
40088,10185,å°æ¼,å°æ¼
40138,10186,å°æ¼,å°æ¼
40139,10187,å°æ¼,å°æ¼
40140,10188,å°æ¼,å°æ¼
40141,10189,å°æ¼,å°æ¼
40064,10190,å°æ¼,å°æ¼
40093,10191,å°æ¼,å°æ¼
40142,10192,å°æ¼,å°æ¼
40041,10193,å°æ¼,å°æ¼
40143,10194,å°æ¼,å°æ¼
40059,10195,å°æ¼,å°æ¼
40144,10196,å°æ¼,å°æ¼
40145,10197,å°æ¼,å°æ¼
40112,10198,å°æ¼,å°æ¼
40146,10199,å°æ¼,å°æ¼
40147,10200,å°æ¼,å°æ¼
40038,10201,å°æ¼,å°æ¼
40148,10202,å°æ¼,å°æ¼
40149,10203,å°æ¼,å°æ¼
40060,10204,å°æ¼,å°æ¼
40150,10205,å°æ¼,å°æ¼
40090,10206,å°æ¼,å°æ¼
40146,10207,å°æ¼,å°æ¼
40032,10208,å°æ¼,å°æ¼
40148,10209,å°æ¼,å°æ¼
40111,10210,å°æ¼,å°æ¼
40151,10211,å°æ¼,å°æ¼
40152,10212,å°æ¼,å°æ¼
40153,10213,å°æ¼,å°æ¼
40154,10214,å°æ¼,å°æ¼
40129,10215,å°æ¼,å°æ¼
40155,10216,å°æ¼,å°æ¼
40156,10217,å°æ¼,å°æ¼
40157,10218,å°æ¼,å°æ¼
40158,10219,å°æ¼,å°æ¼
40159,10220,å°æ¼,å°æ¼
40160,10221,å°æ¼,å°æ¼
40161,10222,å°æ¼,å°æ¼
40162,10223,å°æ¼,å°æ¼
40163,10224,å°æ¼,å°æ¼
40164,10225,å°æ¼,å°æ¼
40165,10226,å°æ¼,å°æ¼
40144,10227,å°æ¼,å°æ¼
40166,10228,å°æ¼,å°æ¼
40161,10229,å°æ¼,å°æ¼
40160,10230,å°æ¼,å°æ¼
40167,10231,å°æ¼,å°æ¼
40053,10232,å°æ¼,å°æ¼
40010,10233,å°æ¼,å°æ¼
40038,10234,å°æ¼,å°æ¼
40001,10235,å°æ¼,å°æ¼
40168,10236,å°æ¼,å°æ¼
40169,10237,å°æ¼,å°æ¼
40170,10238,å°æ¼,å°æ¼
40006,10239,å°æ¼,å°æ¼
40171,10240,å°æ¼,å°æ¼
40022,10241,å°æ¼,å°æ¼
40013,10242,å°æ¼,å°æ¼
40001,10243,å°æ¼,å°æ¼
40010,10244,å°æ¼,å°æ¼
40025,10245,å°æ¼,å°æ¼
40172,10246,å°æ¼,å°æ¼
40173,10247,å°æ¼,å°æ¼
40174,10248,å°æ¼,å°æ¼
40175,10249,å°æ¼,å°æ¼
40157,10250,å°æ¼,å°æ¼
